"reward","event_id","action","action_prob","model_id","observation","sample_prob"
"0","not-apply-to-warm-start","7","0.14285714285714285","not-apply-to-warm-start","[-0.5917970971015073, -0.0054930007610807475, -0.5996519048802793, -0.006375898209700267, 0.3441161923978685, 0.10974624340466856, 0.14678668147083557, -0.5542512727692361, -0.5443623425466286]","0.8840504642981153"
"0","not-apply-to-warm-start","3","0.14285714285714285","not-apply-to-warm-start","[-0.4285480333179569, -0.05724113799529917, 0.07409460761059183, -0.006375898209700267, 0.43625301579928305, 0.08746456039649074, 0.4514259249896984, -0.41448983976830617, -0.5443623425466286]","0.9166711505959682"
"0","not-apply-to-warm-start","6","0.14285714285714285","not-apply-to-warm-start","[0.5509463493833457, -0.03999175891722636, -0.9365251611257148, -0.006375898209700267, 0.5283898392006976, -0.007232592388264971, -1.1479301034843314, -0.9269484274383828, -0.23248767288089456]","0.8670370305042043"
"0","not-apply-to-warm-start","2","0.14285714285714285","not-apply-to-warm-start","[-0.02042537385908078, -0.05724113799529917, 0.07409460761059183, -0.030759643315451956, 0.5283898392006976, -0.018373433892353876, 0.14678668147083557, -0.5076641284355928, -0.46639367513019514]","0.9234339715054017"
"0","not-apply-to-warm-start","7","0.14285714285714285","not-apply-to-warm-start","[-0.26529896953440646, -0.0054930007610807475, 0.07409460761059183, -0.006375898209700267, 0.5283898392006976, 0.15988003017306862, 0.299106303230267, -0.5076641284355928, -0.5443623425466286]","0.8132670234331836"
"0","not-apply-to-warm-start","2","0.14285714285714285","not-apply-to-warm-start","[0.5509463493833457, -0.0054930007610807475, 1.1970054617620436, -0.006375898209700267, 0.7126634860035267, 0.009478669867868389, 0.299106303230267, -0.18155411810008953, -0.3104563402973281]","0.9183091877654491"
"0","not-apply-to-warm-start","2","0.14285714285714285","not-apply-to-warm-start","[0.5509463493833457, -0.0054930007610807475, -0.9365251611257148, -0.006375898209700267, 0.3441161923978685, 0.05961245663626847, -1.1479301034843314, -0.6940127057701662, 0.0014183293684060052]","0.901960943838952"
"0","not-apply-to-warm-start","4","0.14285714285714285","not-apply-to-warm-start","[-0.9182952246686082, -0.0054930007610807475, -0.9365251611257148, -0.006375898209700267, -1.0379361586233493, 0.1375983471648908, 0.22294649235055128, 0.610427335571847, 0.39126166645057364]","0.9683132750824535"
"0","not-apply-to-warm-start","3","0.14285714285714285","not-apply-to-warm-start","[-0.26529896953440646, -0.0054930007610807475, 0.18638569302573701, -0.006375898209700267, 0.43625301579928305, -0.02394385464439833, 0.3752661141099827, -0.36790269543466286, -0.46639367513019514]","0.8284735797562812"
"1","not-apply-to-warm-start","1","0.14285714285714285","not-apply-to-warm-start","[-0.9182952246686082, -0.0054930007610807475, 2.3199163159134955, -0.07952713352695534, -0.3929783948134477, -0.007232592388264971, 2.431581007862307, 1.3558216449101403, -0.07655033804802752]","0.9980379366827257"
"0","not-apply-to-warm-start","5","0.14285714285714285","not-apply-to-warm-start","[-0.5917970971015073, 0.5637365088153219, -0.9365251611257148, -0.006375898209700267, -2.6042621564473962, -0.007232592388264971, -0.005532940288595841, 2.33415167591665, 1.9506350147792442]","0.8301972302417352"
"0","not-apply-to-warm-start","7","0.14285714285714285","not-apply-to-warm-start","[0.06119915803269445, 0.011756378316992059, 0.18638569302573701, -0.006375898209700267, 0.5283898392006976, -0.02394385464439833, 0.07062687059111987, -0.46107698410194947, -0.46639367513019514]","0.8973960891232562"
"0","not-apply-to-warm-start","3","0.14285714285714285","not-apply-to-warm-start","[-0.9182952246686082, -0.0054930007610807475, 2.4322074013286406, 0.35938027837657505, -0.3929783948134477, -0.012803013140309424, 2.5077408187420227, 1.4024087892437835, -0.07655033804802752]","0.8764619391575639"
"0","not-apply-to-warm-start","4","0.14285714285714285","not-apply-to-warm-start","[0.2244482218162449, -0.0054930007610807475, 0.2986767784408822, -0.006375898209700267, 0.8048003094049412, 0.054042035884224016, -0.08169275116831155, -0.6940127057701662, -0.5443623425466286]","0.803848842068088"
"0","not-apply-to-warm-start","5","0.14285714285714285","not-apply-to-warm-start","[-0.34692350142618167, -0.0054930007610807475, -0.15048756321969856, -0.006375898209700267, 0.43625301579928305, 0.04847161513217956, 0.22294649235055128, -0.46107698410194947, -0.5443623425466286]","0.847125508024796"
"0","not-apply-to-warm-start","7","0.14285714285714285","not-apply-to-warm-start","[-0.7550461608850578, -0.0054930007610807475, 2.3199163159134955, 0.18869406263631325, 0.15984254559503946, -0.007232592388264971, 2.355421196982591, 0.750188768572777, -0.5443623425466286]","0.9689597903478103"
"0","not-apply-to-warm-start","5","0.14285714285714285","not-apply-to-warm-start","[-0.102049905750856, -0.0054930007610807475, -0.37506973404998895, -0.05514338842120364, 0.5283898392006976, -0.007232592388264971, -0.15785256204802725, -0.7405998501038095, -0.5443623425466286]","0.8076475525808147"
"0","not-apply-to-warm-start","1","0.14285714285714285","not-apply-to-warm-start","[4.550548412080332, 0.011756378316992059, 2.3199163159134955, 0.21307780774206492, 1.7261685434190865, 0.0039082491158239354, -2.6711263210786456, -0.8337741387710961, 0.7031363361163077]","0.9144598574005962"
"0","not-apply-to-warm-start","3","0.14285714285714285","not-apply-to-warm-start","[-0.26529896953440646, -0.0054930007610807475, 0.07409460761059183, -0.006375898209700267, 0.5283898392006976, 0.1264575056608019, 0.299106303230267, -0.5076641284355928, -0.5443623425466286]","0.8565460265425394"
"1","not-apply-to-warm-start","1","0.14285714285714285","not-apply-to-warm-start","[0.3876972855997953, -0.0054930007610807475, 0.07409460761059183, -0.006375898209700267, 0.8048003094049412, -0.09078890366893178, -0.31017218380745865, -0.7871869944374528, -0.46639367513019514]","0.8833147183934967"
