"reward","event_id","action","action_prob","model_id","observation","sample_prob"
"-1","114786071068291910107253775766075342850","1","0.9995","bandits-1597613534-model-id-1597613543","['2005 was not good . Things got worse year after year . Save your money 2013 &#34;DEAD MEAT&#34; In my mind']","0.24130275871375662"
"-1","114943811170731309829119740786343280642","1","0.9995","bandits-1597613534-model-id-1597613543","["Has really helped with my student's typing skills."]","0.4780888945335302"
"-1","115096925140761501660022896018444124162","1","0.9995","bandits-1597613534-model-id-1597613543","['After hours online with inept Quicken support, and multiple re-installs, I\'m still not able to even register my purchase of Quicken 2015. Which means I can\'t even use the off-line part of the product.    As a first time user of Quicken, if this is the level of support I can expect from Intuit, I will never even consider purchasing another product from them.    As it stands, I\'m doing my best to get my money back.    UPDATE: Tried another round with Quicken support, who this time actually looked at the logs that I sent them. Problem is that is that the error in the log is one that they said they\'ve never seen before. (For those interested: \\\\"The value specified contains invalid control characters\\\\".) They said it might be due to the file being downloaded from Amazon. So I\'ll wait until it becomes available on the Inuit website and try again. Intuit takes so long to process refund requests for purchases via Amazon that there\'s not much downside to waiting.    So if you\'re thinking of buying via Amazon, you may want to wait until the official release on the Intuit website. Or maybe Intuit is just making excuses.    UPDATE II: After a fourth and final round with Quicken support, I downloaded directly from Intuit. Nope, still didn\'t work. So I decided to ignore everything Quicken support told me and solve it on my own. Even though I was told by Quicken support that the language of my computer would not make a difference, I changed the Windows Display Language to English, and surprise - it now works.    So if you are having registration problems, 1) make sure your display language is English, and 2) question everything Quicken support tells you.    If they hadn\'t told me that my system language didn\'t matter, I could have solved this problem days ago.']","0.11312347330583672"
"-1","115215124844134907483945031369145581570","1","0.9995","bandits-1597613534-model-id-1597613543","['When I purchased MAC Quickbooks 2013 about a month ago I was ASSURED the system freezes had been fixed - NOT TRUE.  I have 2 MacBookAirs - one 13\\\\" and one 11\\\\".  The software freezes on both.  I have been able to use this software without freezing for as long as an hour... a short as only 20 min.  Having blown through Level 1 support as well as Level 2, I am TOLD that this case has been escalated ultimately to Product Development... ... where it has been a known problem since the PREVIOUS Quickbooks edition.<br /><br />While releasing this Quickbooks 2013 brings in instant revenue for Intuit, in my opinion that decision to release reflects more on the leadership motives at Intuit than it does on the individual support reps in India\'s Level 1.  Level 2 has most recently embarrassed themselves by asserting unique problems with MacBook Air 11\\\\" only to learn that I also own a MacBook Air 13\\\\" which also freezes while attempting to run Quickbooks 2013.  This same Level 2 Rep then stunningly revealed that Intuit has known about the freezing problem because it existed in PREVIOUS Quickbooks editions. (And somehow was not resolved BEFORE releasing their latest Quickbooks 2013 ?!?!)  I have most recently offered  Tech Support the opportunity to log in and use one of my Air\'s for THEIR further testing.  Personally I am out of time and patience helping them test and troubleshoot software that should have been debugged before being released to the public for prime-time sale.  As of yet I wait day-to-day to hear ANYTHING further about this untenable situation. I invite any serious inquiry from interested Intuit/Quickbooks-for-Mac  management.  I will be pleased to supply backup for everything presented herein.<br /><br />Buyer Beware.<br /><br />(Sunday, 30 March 2013 16:58 EST)']","0.4853660741598035"
"-1","115354198791485946531583234677807382530","1","0.9995","bandits-1597613534-model-id-1597613543","['I think your charges for state filing are a rip-off']","0.6290312484554412"
"-1","115488699689296662240345835563021107202","1","0.9995","bandits-1597613534-model-id-1597613543","["AVAST &#34;FREE&#34; Antivirus 2015 has lots of pop-ups and spyware so it can phone home<br />your computer's information (and your personal life reflected in your computer). I had<br />to spend half an hour to rip it out of my computer - could be worse - I discovered the<br />same about AVG and that took 1 whole day to rip out of my computer. When I went to<br />&#34;Control Panel&#34; / programs / UNINSTALL, AVG STILL LEFT over 150 occurances of<br />bits and pieces of itself in the REGISTRY, doing God knows what!!!!!"]","0.5468005178687428"
"-1","115806846714125691829099718779111342082","1","0.9995","bandits-1597613534-model-id-1597613543","['I have used Turbo Tax Deluxe for many years now. I use it because I like it.  For some years I got the download version, this year I got he disk version. For me the disk version worked much better for downloading.<br />I would like it better if it were less time consuming to get through doing my taxes.<br />Over all I think Intuit has a good product here in the Turbo Tax Deluxe.']","0.10428254068824028"
"1","116093243052827129985872692323739107330","1","0.9995","bandits-1597613534-model-id-1597613543","["runs for hours and than just before done it crashes, don't waste money on this. free version is better at least it doesn't crash"]","0.7129874846825431"
"-1","116241823587398255611378744971001724930","1","0.9995","bandits-1597613534-model-id-1597613543","['Switched this year from TurboTax because the cost Intuit decided to implement. Seems to work just as well and imported all my info from last year.']","0.17728481329083834"
"-1","116364692206388627031405564800061800450","1","0.9995","bandits-1597613534-model-id-1597613543","['I have used tax cut for serveral years with good success.  Now it is putting your deducton pro online and I cannot get the file.  Might be solvable but there is absolutely no support or forum online.  Check their site for the offered support before you buy.  I will move to turbo tax.  This used to be a workable program.  I cannot imagine how they could drop online support.']","0.25442411882846727"
"-1","116564485032927347982088708321382105090","1","0.9995","bandits-1597613534-model-id-1597613543","["I highly recommend this product for everyone's accounting needs.  Very easy to use and maneuver around the program.  Thank you Intuit for making my work day easier!"]","0.05901538230906256"
"-1","116700093540450013107600570017656209410","1","0.9995","bandits-1597613534-model-id-1597613543","["Spent one hour trouble shooting MSFT's credit card authorization system that would not take my visa card.  In fact I tried three different cards including some of my employees cards (with their permission) and none of them would go through.  MSFT service center (foreign country with less than understandable language) was more inclined to wnat to fix their credit card problem than just find a quick fix to get my authorization code for updating my windows 8 home to Professional.  Besides the fact that I absolutely hate this windows 8 program vs their great running and easy to use windows 7 platform, I was able to finally just hangup on MSFT and  use the Amazon web site and have my key code in less than 4 minutes.  Saved $10 over the price of MSFT price on their web site too."]","0.3204784187525255"
"1","116834836084156397323902534278553141250","1","0.9995","bandits-1597613534-model-id-1597613543","["The description is misleading. I thought purchasing this would save me money compared with TurboTax online. But online filing state income tax costs an extra $20. That's sneaky!"]","0.6535495444348673"
"-1","116959465152917835700177939533499858946","1","0.9995","bandits-1597613534-model-id-1597613543","["I have used Norton for several years after contracting a virus while using a 'free' antivirus program. I have not had any problems, it's easy to install and use"]","0.7396611272445306"
"-1","117121245099363837761659819723578277890","1","0.9995","bandits-1597613534-model-id-1597613543","["I TRIED TO INSTALL THIS ON MY LAPTOP & I COULDN'T DO IT. I EVEN HAD A TECH TEAM TRY & IT STILL WOULDN'T INSTALL. COULD I PLEASE GET MY MONEY BACK?????"]","0.6134774204549754"
