"reward","event_id","action","action_prob","model_id","observation","sample_prob"
"1","21892024551088214518030128204215353346","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.7890827713664647"
"1","21894703255262821796691259333752782850","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.5354805716931867"
"1","21896459743625763037055708203131731970","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.19464383369518545"
"0","21897550715423584456984371303327858690","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.07274257584269539"
"0","21899555187935195344725487965271359490","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.7180824387820963"
"0","21900551878219624790092414748166586370","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.49524827120688253"
"0","21901550945348929663389469337380323330","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.2894070604562452"
"0","21902631617485624228954245276862906370","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.7379529007582996"
"0","21904933195606663606045337562150731778","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.08729375367460745"
"1","21906611248088715724715568823018848258","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.10575124010118309"
"0","21907706181294662859777111766881927170","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.5187271603194457"
"0","21909723330312276029812243395857481730","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.12734561478342799"
"0","21910739035355708898620192629300789250","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.4294130686205976"
"1","21911727802823886917553360057800982530","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.7579968642523697"
"0","21912713401165564365913023744543162370","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.3013808063240522"
"0","21913712468294869239210078333756899330","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.5916463173485689"
"0","21914714704550674683080636664728649730","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.7883143373270516"
"1","21916711254246034144387993972277116930","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.48008110415917327"
"0","21917696852587711592747657659019296770","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.4846919845771621"
"1","21918729987826897599709877472131678210","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.05042837983407655"
"1","21919738562335704184727443286619455490","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.34652774474690473"
"0","21920728122085507346303986650559152130","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.06368305397693874"
"1","21922697734205611957736562153164505090","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.3770559429152215"
"0","21924710129533474271911438169503039490","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.2354066835898152"
"0","21925698897001652290844605598003232770","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.46973291557013674"
"1","21926701133257457734715163928974983170","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.6724893403034395"
"1","21927776259422776299860308153911607298","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.49939102057163"
"1","21928862477530846865844715807940149250","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.5257126460545264"
"0","21929885313108906018443048460338987010","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.13283048684184773"
"0","21930888341646336604956982726750240770","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.42031237729441906"
"0","21933910896046255789436176428455559170","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.7114812432543118"
"0","21934902832640934378942847598713765890","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.5391531465551385"
"1","21935904276615114680170029994246012930","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.5755933189184766"
"1","21936893836364917841746573358185709570","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.42038086679367004"
"1","21939892622316082746924488996705927170","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.358026779132794"
"1","21940890897163762477578167650480160770","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.32579329427584447"
"1","21941907394488820489029492819362971650","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.43033575739411656"
"0","21942909630744625932900051150334722050","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.3833826834335252"
"0","21943903151902554807693474191471935490","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.3738956771932087"
"1","21944891127089107683983265684532625410","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.5654539929033964"
"0","21945892571063287985210448080064872450","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.7599440976139374"
"1","21946883715376341432073743314883575810","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.2814397468074188"
"0","21947891497603522874447933193931849730","1","0.9995","bandits-1597522048-model-id-1597522063","[]","0.2640002846907513"
